model_name,video_id,prompt,CLIP Score,X-CLIP Score,BLIP-BLEU,T2VScore-A (GPT-4V)
pika,429,"A man with a tailored suit, a pocket square, and a distinguished air., slow motion",23.39063263,13.86009068,0.30326533,0.666666667
zeroscope,429,"A man with a tailored suit, a pocket square, and a distinguished air., slow motion",18.43264008,10.65629506,0.259600261,0
floor33,430,"hand-held camera, A real life photography of super mario, 8k Ultra HD.",19.97543335,4.239032507,0.081873075,0.25
gen2,430,"hand-held camera, A real life photography of super mario, 8k Ultra HD.",23.03589249,12.4331181,8.47E-17,0.5
modelscope,430,"hand-held camera, A real life photography of super mario, 8k Ultra HD.",27.34882736,9.69991374,0.07961459,0.25
pika,430,"hand-held camera, A real life photography of super mario, 8k Ultra HD.",22.95697975,12.91964489,8.77E-17,0
zeroscope,430,"hand-held camera, A real life photography of super mario, 8k Ultra HD.",19.06069756,9.580521107,0.081873075,0.25
floor33,431,"drove viewpoint, a man wearing sunglasses and business suit",26.82314301,8.325540066,0.454545455,0.8
gen2,431,"drove viewpoint, a man wearing sunglasses and business suit",29.87233162,6.363794128,0.416666667,0.8
modelscope,431,"drove viewpoint, a man wearing sunglasses and business suit",20.87952423,10.98730445,0.333333333,0.8
pika,431,"drove viewpoint, a man wearing sunglasses and business suit",24.17276764,7.680888865,0.363636364,0.8
zeroscope,431,"drove viewpoint, a man wearing sunglasses and business suit",24.76073265,8.614285827,0.384615385,0.8
floor33,432,"a girl with long curly blonde hair and sunglasses, camera pan from left to right",29.92433929,19.45085526,0.285231733,0.875
gen2,432,"a girl with long curly blonde hair and sunglasses, camera pan from left to right",27.06317902,11.38155842,0.182232318,0.875
modelscope,432,"a girl with long curly blonde hair and sunglasses, camera pan from left to right",27.2376461,14.00849843,0.227790398,0.75
pika,432,"a girl with long curly blonde hair and sunglasses, camera pan from left to right",26.71257973,11.10600917,0.182232318,0.875
zeroscope,432,"a girl with long curly blonde hair and sunglasses, camera pan from left to right",28.58285713,10.4177177,0.228185386,0.875
floor33,433,"zoom out, an old man with a long grey beard and green eyes",25.31848145,9.670201778,0.498695858,0.666666667
gen2,433,"zoom out, an old man with a long grey beard and green eyes",27.49070168,14.45854537,0.284969061,0.5
modelscope,433,"zoom out, an old man with a long grey beard and green eyes",30.34487534,12.29103637,0.641180388,0.833333333
pika,433,"zoom out, an old man with a long grey beard and green eyes",21.98973083,10.49212074,0.444490932,0.5
zeroscope,433,"zoom out, an old man with a long grey beard and green eyes",18.42901039,6.730854273,0.242498769,0.5
floor33,434,"camera rotate clockwise, a woman with tan skin in blue jeans and yellow shirt",21.41745567,12.25339413,0.276836504,0
gen2,434,"camera rotate clockwise, a woman with tan skin in blue jeans and yellow shirt",26.09399605,3.974589646,0.354274914,0.875
modelscope,434,"camera rotate clockwise, a woman with tan skin in blue jeans and yellow shirt",18.95837021,7.58714366,0.44625266,0.625
pika,434,"camera rotate clockwise, a woman with tan skin in blue jeans and yellow shirt",24.3995285,2.855448617,0.38250228,0.625
zeroscope,434,"camera rotate clockwise, a woman with tan skin in blue jeans and yellow shirt",21.62760162,9.406080842,0.428571429,0.625
floor33,435,"camera rotate anticlockwise, a woman with a dog puppet and a cat puppet",28.6773243,6.724851131,0.444490932,0.833333333
gen2,435,"camera rotate anticlockwise, a woman with a dog puppet and a cat puppet",26.67360115,6.7259655,0.401446071,0.5
modelscope,435,"camera rotate anticlockwise, a woman with a dog puppet and a cat puppet",24.37940025,10.9241488,0.460022207,0.5
pika,435,"camera rotate anticlockwise, a woman with a dog puppet and a cat puppet",24.40297127,8.371654987,0.296327288,0.5
zeroscope,435,"camera rotate anticlockwise, a woman with a dog puppet and a cat puppet",27.41327858,8.526647925,0.444490932,1
floor33,436,"large motion, Surrounded by butterflies, a girl walks through a lush garden.",31.04613495,11.63093901,0.327492301,0.666666667
gen2,436,"large motion, Surrounded by butterflies, a girl walks through a lush garden.",28.33945084,14.59515627,0.245619226,0.666666667
modelscope,436,"large motion, Surrounded by butterflies, a girl walks through a lush garden.",31.13208961,19.60026312,0.25,0.666666667
pika,436,"large motion, Surrounded by butterflies, a girl walks through a lush garden.",26.39920998,10.81969357,0.245619226,0.666666667
zeroscope,436,"large motion, Surrounded by butterflies, a girl walks through a lush garden.",30.47666168,16.85700989,0.332036624,0.833333333
floor33,437,"zoom in, A boy, fascinated by the fish, spends hours at the aquarium.",23.37175941,12.49032974,0.066907679,0.6
modelscope,437,"zoom in, A boy, fascinated by the fish, spends hours at the aquarium.",27.02788734,18.86351013,0.071242265,0.8
pika,437,"zoom in, A boy, fascinated by the fish, spends hours at the aquarium.",28.06089592,18.24389606,0.07579572,0.8
zeroscope,437,"zoom in, A boy, fascinated by the fish, spends hours at the aquarium.",26.1311264,16.49579048,0.071242265,0.6
floor33,438,"An elderly man with a white beard sits on a park bench, feeding pigeons., hand-held camera",30.9475441,21.38409996,0.125917069,0.833333333
gen2,438,"An elderly man with a white beard sits on a park bench, feeding pigeons., hand-held camera",25.68675041,20.43926541,0.305354868,0.666666667
modelscope,438,"An elderly man with a white beard sits on a park bench, feeding pigeons., hand-held camera",31.06866074,23.85031891,0.288516554,0.833333333
pika,438,"An elderly man with a white beard sits on a park bench, feeding pigeons., hand-held camera",26.92940712,20.56254196,0.219524654,0.833333333
zeroscope,438,"An elderly man with a white beard sits on a park bench, feeding pigeons., hand-held camera",30.79858017,21.74165583,0.298554713,0.833333333
floor33,439,"slow motion, A man finds a colorful parrot perched on his shoulder.",30.0323143,12.33114386,0.227448997,0.875
gen2,439,"slow motion, A man finds a colorful parrot perched on his shoulder.",34.73500061,15.91195893,0.39807295,0.875
modelscope,439,"slow motion, A man finds a colorful parrot perched on his shoulder.",34.30345917,14.19948792,0.379081662,0.75
pika,439,"slow motion, A man finds a colorful parrot perched on his shoulder.",28.47318649,9.472840627,0.163746151,0.25
zeroscope,439,"slow motion, A man finds a colorful parrot perched on his shoulder.",33.01163101,18.99407101,0.332036624,0.875
floor33,440,"camera pan from left to right, a man wearing sunglasses and business suit",24.94542313,13.88263035,0.303182879,0.8
gen2,440,"camera pan from left to right, a man wearing sunglasses and business suit",27.29100609,8.265305161,0.356211327,0.8
modelscope,440,"camera pan from left to right, a man wearing sunglasses and business suit",25.27747917,12.08080268,0.363748153,0.8
pika,440,"camera pan from left to right, a man wearing sunglasses and business suit",20.41370392,7.090899256,0.153340736,1
zeroscope,440,"camera pan from left to right, a man wearing sunglasses and business suit",24.70458221,10.76060796,0.378978599,0.8
floor33,441,"close-up shot, high detailed, a girl with long curly blonde hair and sunglasses",21.8360424,12.30048275,0.284969061,0.875
gen2,441,"close-up shot, high detailed, a girl with long curly blonde hair and sunglasses",28.66469002,12.11521014,0.303123461,1
modelscope,441,"close-up shot, high detailed, a girl with long curly blonde hair and sunglasses",29.00452423,14.16315699,0.303123461,1
pika,441,"close-up shot, high detailed, a girl with long curly blonde hair and sunglasses",26.7732048,15.29970095,0.401446071,0.875
zeroscope,441,"close-up shot, high detailed, a girl with long curly blonde hair and sunglasses",26.02948189,10.03941631,0.46835375,0.875
floor33,442,"an old man with a long grey beard and green eyes, camera rotate anticlockwise",25.09862518,13.91330147,0.44625266,0.833333333
gen2,442,"an old man with a long grey beard and green eyes, camera rotate anticlockwise",27.23510361,14.07004587,0.25500152,0.5
modelscope,442,"an old man with a long grey beard and green eyes, camera rotate anticlockwise",26.44158554,15.81409454,0.34604563,0.666666667
pika,442,"an old man with a long grey beard and green eyes, camera rotate anticlockwise",20.58205032,11.49836508,0.493781006,0.5
zeroscope,442,"an old man with a long grey beard and green eyes, camera rotate anticlockwise",23.79569435,9.523993373,0.493781006,0.5
floor33,443,"hand-held camera, a woman with tan skin in blue jeans and yellow shirt",27.36823654,12.5569458,0.222245466,0.833333333
gen2,443,"hand-held camera, a woman with tan skin in blue jeans and yellow shirt",20.16896439,4.039895594,0.569938123,0.666666667
modelscope,443,"hand-held camera, a woman with tan skin in blue jeans and yellow shirt",29.55129623,14.97960258,0.213726796,0.666666667
pika,443,"hand-held camera, a woman with tan skin in blue jeans and yellow shirt",29.88922691,15.25274679,0.142484531,0.5
zeroscope,443,"hand-held camera, a woman with tan skin in blue jeans and yellow shirt",24.62272072,9.974635363,0.461538461,0.666666667
floor33,444,"a woman with a dog puppet and a cat puppet, camera rotate clockwise",33.88004303,13.75359249,0.592654576,0.857142857
gen2,444,"a woman with a dog puppet and a cat puppet, camera rotate clockwise",26.13143539,8.909321864,0.401446071,0.571428571
modelscope,444,"a woman with a dog puppet and a cat puppet, camera rotate clockwise",30.94684982,10.5348196,0.530570039,0.285714286
pika,444,"a woman with a dog puppet and a cat puppet, camera rotate clockwise",31.10983086,10.69531462,0.37040911,0.714285714
zeroscope,444,"a woman with a dog puppet and a cat puppet, camera rotate clockwise",28.39341164,10.67057014,0.401446071,0.571428571
floor33,445,"slow motion, a cricketer standing next to a wicket",26.67089653,17.54369831,0.222222222,0.8
gen2,445,"slow motion, a cricketer standing next to a wicket",21.00378799,11.76915566,0.3,0.6
modelscope,445,"slow motion, a cricketer standing next to a wicket",25.04403114,14.84311128,0.222222222,0.4
pika,445,"slow motion, a cricketer standing next to a wicket",26.19340706,13.97965495,0.222222222,0.6
zeroscope,445,"slow motion, a cricketer standing next to a wicket",26.77639008,16.20220995,0.5,0.6
floor33,446,"an elder politician giving a campaign speech, hand-held camera",23.96296692,12.04329205,0.272727273,0.75
gen2,446,"an elder politician giving a campaign speech, hand-held camera",24.60631371,15.28268615,0.181818182,0.75
modelscope,446,"an elder politician giving a campaign speech, hand-held camera",23.70944405,13.75677109,0.272727273,0
pika,446,"an elder politician giving a campaign speech, hand-held camera",19.53900528,14.85502826,0.1,0.5
zeroscope,446,"an elder politician giving a campaign speech, hand-held camera",19.021595,10.64304161,0.1,0.75
floor33,447,"a young girl playing piano, slow motion",28.8872261,14.01355839,0.375,0.8
gen2,447,"a young girl playing piano, slow motion",30.39832878,13.18999346,0.4,0.6
modelscope,447,"a young girl playing piano, slow motion",30.01536942,18.98112535,0.268128018,0.8
pika,447,"a young girl playing piano, slow motion",26.85965919,12.45569812,0.285714286,0.2
zeroscope,447,"a young girl playing piano, slow motion",29.30277443,14.07866168,0.222222222,0.2
floor33,448,"a girl getting a kite out of a tree, camera rotate clockwise",25.3741188,16.42655945,0.327492301,0.75
gen2,448,"a girl getting a kite out of a tree, camera rotate clockwise",23.59848022,13.04868674,0.327492301,0.75
modelscope,448,"a girl getting a kite out of a tree, camera rotate clockwise",25.23655701,19.12776279,0.227448997,0
pika,448,"a girl getting a kite out of a tree, camera rotate clockwise",26.68741798,19.91590669,0.245619226,0.5
zeroscope,448,"a girl getting a kite out of a tree, camera rotate clockwise",29.51761246,19.51231861,0.245619226,0.75
floor33,449,"hand-held camera, a politician giving a speech at a podium",23.26766205,11.31154203,0.5,0.8
gen2,449,"hand-held camera, a politician giving a speech at a podium",19.50617218,9.128887494,0.5,0.8
modelscope,449,"hand-held camera, a politician giving a speech at a podium",15.88485241,12.61912799,0.25,0.8
pika,449,"hand-held camera, a politician giving a speech at a podium",20.50550461,9.808576796,0.454545455,0.8
zeroscope,449,"hand-held camera, a politician giving a speech at a podium",24.63336945,11.01357627,0.292050294,0
floor33,450,"camera pan from left to right, a politician speaking to a large crowd",23.30092239,6.574176788,0.307692308,1
gen2,450,"camera pan from left to right, a politician speaking to a large crowd",17.60873413,8.194306612,0.153340736,0
modelscope,450,"camera pan from left to right, a politician speaking to a large crowd",20.09369087,7.345975876,0.296327288,0
pika,450,"camera pan from left to right, a politician speaking to a large crowd",17.59648895,9.717026287,0.176470588,0.8
zeroscope,450,"camera pan from left to right, a politician speaking to a large crowd",22.93988609,12.35207272,0.306681471,0.8
floor33,451,"a child in the air while jumping on a trampoline, hand-held camera",27.06376076,17.60355473,0.409365376,0.8
gen2,451,"a child in the air while jumping on a trampoline, hand-held camera",21.84856796,10.85466536,0.41504578,0.8
modelscope,451,"a child in the air while jumping on a trampoline, hand-held camera",25.42148972,17.11692595,0.39807295,0.4
pika,451,"a child in the air while jumping on a trampoline, hand-held camera",22.09815598,11.40394073,0.409365376,0.8
zeroscope,451,"a child in the air while jumping on a trampoline, hand-held camera",23.34994888,15.55871725,0.30326533,0.8
floor33,452,"camera pan from right to left, the Beatles crossing Abbey road",22.47816277,17.57939577,0.086886972,0.666666667
gen2,452,"camera pan from right to left, the Beatles crossing Abbey road",21.18874931,13.27421196,0.120477685,0.666666667
modelscope,452,"camera pan from right to left, the Beatles crossing Abbey road",24.14115524,17.78347206,0.090909091,0.666666667
pika,452,"camera pan from right to left, the Beatles crossing Abbey road",25.11426735,18.44391759,0.120477685,0.666666667
zeroscope,452,"camera pan from right to left, the Beatles crossing Abbey road",27.84407616,18.1869297,0.180967484,0.666666667
floor33,453,"a girl riding an ostrich, close-up shot, high detailed",26.2954483,9.366211414,0.333333333,0.714285714
gen2,453,"a girl riding an ostrich, close-up shot, high detailed",21.54809952,8.023275256,0.110312113,1
modelscope,453,"a girl riding an ostrich, close-up shot, high detailed",26.57195473,9.493008256,0.2,0.571428571
pika,453,"a girl riding an ostrich, close-up shot, high detailed",24.43437386,7.334613535,0.2,0.571428571
zeroscope,453,"a girl riding an ostrich, close-up shot, high detailed",25.76808167,10.12392735,0.330936338,0.714285714
floor33,454,"a river with people swimming in it as a boat goes by, zoom in",19.97964287,14.0353899,0.603288041,0.714285714
gen2,454,"a river with people swimming in it as a boat goes by, zoom in",19.9368515,12.09323525,0.315325235,0.571428571
modelscope,454,"a river with people swimming in it as a boat goes by, zoom in",21.78003883,15.34877992,0.34604563,0.571428571
pika,454,"a river with people swimming in it as a boat goes by, zoom in",17.08527184,15.46344121,0.402192028,0.714285714
zeroscope,454,"a river with people swimming in it as a boat goes by, zoom in",19.79642868,14.96755528,0.19125114,0.714285714
floor33,455,"slow motion, a selfie of an old man with a white beard",25.9301033,8.311861992,0.41504578,0.666666667
gen2,455,"slow motion, a selfie of an old man with a white beard",27.06993866,9.529369831,0.581064092,0.666666667
modelscope,455,"slow motion, a selfie of an old man with a white beard",26.76043701,10.63598251,0.47768754,0.666666667
pika,455,"slow motion, a selfie of an old man with a white beard",29.94838715,12.56745455,0.538461538,0.833333333
zeroscope,455,"slow motion, a selfie of an old man with a white beard",27.63163185,15.12167454,0.583333333,0.666666667
floor33,456,"camera pan from right to left, four people riding in a convertible car",29.52477074,9.968198776,0.303182879,0.5
gen2,456,"camera pan from right to left, four people riding in a convertible car",26.22646713,14.10005466,0.284969061,0.5
modelscope,456,"camera pan from right to left, four people riding in a convertible car",29.27458572,13.03307462,0.267630714,0.5
pika,456,"camera pan from right to left, four people riding in a convertible car",22.2321682,12.48031436,0.2,0
zeroscope,456,"camera pan from right to left, four people riding in a convertible car",30.32093048,12.93544436,0.303182879,0.5
floor33,457,"two runners crossing the finish line together, still camera",22.74737549,13.77993774,0.111111111,0.25
gen2,457,"two runners crossing the finish line together, still camera",20.39632416,15.62051789,0.111111111,0.5
modelscope,457,"two runners crossing the finish line together, still camera",24.48844528,13.61306643,0.333333333,0.5
pika,457,"two runners crossing the finish line together, still camera",22.40908241,15.08726247,0.110312113,0.25
zeroscope,457,"two runners crossing the finish line together, still camera",28.73692513,16.56336713,0.111111111,0.25
floor33,458,"first person perspective, a four-piece band on a stage in front of a small crowd",23.29110336,10.00508595,0.20843101,0.5
gen2,458,"first person perspective, a four-piece band on a stage in front of a small crowd",23.62031555,14.65738765,0.30326533,0.5
modelscope,458,"first person perspective, a four-piece band on a stage in front of a small crowd",22.26639557,13.02385759,0.545877594,0.5
pika,458,"first person perspective, a four-piece band on a stage in front of a small crowd",23.30338097,13.53625096,0.505559221,0.666666667
zeroscope,458,"first person perspective, a four-piece band on a stage in front of a small crowd",22.84725189,11.52257395,0.242612264,0.5
floor33,459,"time-lapse photography, two sets of identical twins",19.66651917,6.455110312,0.142857143,0
gen2,459,"time-lapse photography, two sets of identical twins",25.43316841,5.454395811,0.125,0.333333333
modelscope,459,"time-lapse photography, two sets of identical twins",28.273983,9.189606905,0.222222222,0.333333333
pika,459,"time-lapse photography, two sets of identical twins",19.43063164,8.165392399,0.125,0
zeroscope,459,"time-lapse photography, two sets of identical twins",14.48238182,7.910334945,0.090909091,0
floor33,460,"a team playing baseball, still camera",24.26119423,17.40322113,0.125,0.5
gen2,460,"a team playing baseball, still camera",21.62007332,13.51713077,0.111111111,0.75
modelscope,460,"a team playing baseball, still camera",27.80838394,14.2667253,0.333333333,0.5
pika,460,"a team playing baseball, still camera",25.26732826,13.87748951,0.125,0.75
zeroscope,460,"a team playing baseball, still camera",26.61865425,20.43951225,0.222222222,0.5
floor33,461,"camera pan from right to left, children on a couch",22.35652161,7.2410357,0.397706363,0.666666667
modelscope,461,"camera pan from right to left, children on a couch",23.33517456,10.04905462,0.3,0.666666667
pika,461,"camera pan from right to left, children on a couch",21.73789978,7.760564486,0.497132954,0.666666667
zeroscope,461,"camera pan from right to left, children on a couch",22.19021416,8.192752123,0.4,0.666666667
floor33,462,"a woman with long hair, hand-held camera",30.08805275,15.6903286,0.625,0.75
gen2,462,"a woman with long hair, hand-held camera",26.93661118,12.24526954,0.5,1
modelscope,462,"a woman with long hair, hand-held camera",23.89715576,14.25311303,0.536256037,0.75
pika,462,"a woman with long hair, hand-held camera",17.60691643,5.661452293,0.272727273,0.75
zeroscope,462,"a woman with long hair, hand-held camera",21.85022736,15.15199471,0.333333333,1
floor33,463,"camera pan from right to left, a man standing under a tree",24.05592346,9.06024313,0.327492301,1
gen2,463,"camera pan from right to left, a man standing under a tree",23.58978653,13.86687756,0.47768754,0.75
modelscope,463,"camera pan from right to left, a man standing under a tree",23.20962143,16.18757248,0.31845836,0.75
pika,463,"camera pan from right to left, a man standing under a tree",18.14195442,8.293533749,0.249027468,0.75
zeroscope,463,"camera pan from right to left, a man standing under a tree",24.27386093,14.82128382,0.23884377,0.75
floor33,464,"camera pan from left to right, a smiling man",20.71772003,6.460931301,0.222222222,0.75
gen2,464,"camera pan from left to right, a smiling man",23.91831017,13.14280001,0.333333333,1
modelscope,464,"camera pan from left to right, a smiling man",21.79600716,11.0674448,0.30326533,1
pika,464,"camera pan from left to right, a smiling man",23.33862877,7.126395331,0.272727273,0.75
zeroscope,464,"camera pan from left to right, a smiling man",22.65749931,11.43511081,0.363636364,0.5
floor33,465,"a father and a son playing tennis, hand-held camera",24.46172714,17.04233742,0.429415596,1
gen2,465,"a father and a son playing tennis, hand-held camera",23.46250153,17.93510723,0.3,0.833333333
modelscope,465,"a father and a son playing tennis, hand-held camera",25.74360275,18.53042984,0.429415596,0.833333333
pika,465,"a father and a son playing tennis, hand-held camera",25.37361908,18.36942503,0.429415596,0.833333333
zeroscope,465,"a father and a son playing tennis, hand-held camera",26.60870171,19.75091124,0.429415596,0.833333333
floor33,466,"a man heading a soccer ball, first person perspective",27.60781097,13.9610033,0.441248451,0.5
gen2,466,"a man heading a soccer ball, first person perspective",25.12495422,15.43598183,0.363636364,0.75
modelscope,466,"a man heading a soccer ball, first person perspective",25.66610527,14.81321812,0.363636364,0.75
pika,466,"a man heading a soccer ball, first person perspective",26.8668251,17.90985065,0.444444444,0.75
zeroscope,466,"a man heading a soccer ball, first person perspective",30.4862175,18.43784475,0.330936338,0.5
floor33,467,"close-up shot, high detailed, a sad man with green hair",27.48011208,11.7061739,0.486750489,0.833333333
gen2,467,"close-up shot, high detailed, a sad man with green hair",29.45066071,15.30215446,0.497132954,0.833333333
modelscope,467,"close-up shot, high detailed, a sad man with green hair",30.60439873,15.89413643,0.486750489,0.833333333
pika,467,"close-up shot, high detailed, a sad man with green hair",24.99347687,13.54670906,0.497132954,0.833333333
zeroscope,467,"close-up shot, high detailed, a sad man with green hair",24.65810204,15.10395193,0.4,0.666666667
floor33,468,"the Eiffel Tower in winter, camera rotate anticlockwise",25.64830589,17.27709866,0.23884377,0.75
gen2,468,"the Eiffel Tower in winter, camera rotate anticlockwise",25.66959,19.14491383,0.23884377,0.75
modelscope,468,"the Eiffel Tower in winter, camera rotate anticlockwise",28.33765984,18.14789248,0.25,0.75
pika,468,"the Eiffel Tower in winter, camera rotate anticlockwise",27.35769653,19.85630057,0.25,0.75
zeroscope,468,"the Eiffel Tower in winter, camera rotate anticlockwise",27.56629372,16.36303973,0.23884377,1
floor33,469,"zoom in, a view of the Kremlin with snow falling",25.80256271,17.17335701,0.4,0.75
gen2,469,"zoom in, a view of the Kremlin with snow falling",25.84764862,16.42703088,0.363636364,1
modelscope,469,"zoom in, a view of the Kremlin with snow falling",29.61209488,22.7102356,0.454545455,0.75
pika,469,"zoom in, a view of the Kremlin with snow falling",26.94053841,17.76626884,0.397706363,0.75
zeroscope,469,"zoom in, a view of the Kremlin with snow falling",32.52882767,24.38455534,0.397706363,0.75
floor33,470,"drove viewpoint, fireworks above the Parthenon",27.19664383,19.87619591,0.375,0.666666667
gen2,470,"drove viewpoint, fireworks above the Parthenon",22.96098518,18.16959318,0.327492301,0.666666667
modelscope,470,"drove viewpoint, fireworks above the Parthenon",26.6339035,19.25514841,0.285714286,0.666666667
pika,470,"drove viewpoint, fireworks above the Parthenon",25.22130013,13.35627344,0.285714286,0.666666667
zeroscope,470,"drove viewpoint, fireworks above the Parthenon",20.21570206,12.88764477,1.63E-16,0
floor33,471,"zoom out, the moon with a smiling face",23.81920052,6.703540564,0.375,0.5
gen2,471,"zoom out, the moon with a smiling face",27.17803574,8.057223638,0.5,0.75
modelscope,471,"zoom out, the moon with a smiling face",20.20378494,6.720640898,0.333333333,0.25
pika,471,"zoom out, the moon with a smiling face",22.53748894,8.274401294,0.2476794,0.5
zeroscope,471,"zoom out, the moon with a smiling face",19.79102135,7.696653605,0.25,0.5
floor33,472,"large motion, bustling gym with people working out on various equipment and lifting weights.",26.77342987,12.99809647,0.38250228,1
gen2,472,"large motion, bustling gym with people working out on various equipment and lifting weights.",27.26447296,11.7841386,0.38250228,1
modelscope,472,"large motion, bustling gym with people working out on various equipment and lifting weights.",28.12539864,10.71782565,0.354274914,1
pika,472,"large motion, bustling gym with people working out on various equipment and lifting weights.",25.57766724,11.66102833,0.354274914,1
zeroscope,472,"large motion, bustling gym with people working out on various equipment and lifting weights.",26.27613258,11.35993195,0.354274914,0.833333333
floor33,473,"zoom in, A serene river flowing gently under a rustic wooden bridge.",27.5925827,17.37424564,0.15922918,0.888888889
gen2,473,"zoom in, A serene river flowing gently under a rustic wooden bridge.",24.96143532,15.65829476,0.151632665,0.888888889
modelscope,473,"zoom in, A serene river flowing gently under a rustic wooden bridge.",26.28803825,17.85766697,0.151632665,0.888888889
pika,473,"zoom in, A serene river flowing gently under a rustic wooden bridge.",28.34734344,17.14121946,0.166018312,0.888888889
zeroscope,473,"zoom in, A serene river flowing gently under a rustic wooden bridge.",21.95988464,17.85017061,0.227448997,0.888888889
floor33,474,"a spaceship hovering over The Alamo, camera pan from right to left",30.72607803,12.16644096,0.139869046,0.75
gen2,474,"a spaceship hovering over The Alamo, camera pan from right to left",24.21143341,11.76223191,0.166666667,0.5
modelscope,474,"a spaceship hovering over The Alamo, camera pan from right to left",24.08001328,9.077433825,0.083333333,0.75
pika,474,"a spaceship hovering over The Alamo, camera pan from right to left",19.28785324,10.27867349,0.163746151,0.5
zeroscope,474,"a spaceship hovering over The Alamo, camera pan from right to left",21.66325188,9.395036936,0.083009156,0
floor33,475,"an F1 race car in a Manhattan street, Wide angle lens",28.58522606,18.66484642,0.180967484,1
gen2,475,"an F1 race car in a Manhattan street, Wide angle lens",27.75753021,16.86970003,0.271451225,1
modelscope,475,"an F1 race car in a Manhattan street, Wide angle lens",34.90057373,21.68023062,0.181818182,1
pika,475,"an F1 race car in a Manhattan street, Wide angle lens",31.2028141,19.71171051,0.230769231,1
zeroscope,475,"an F1 race car in a Manhattan street, Wide angle lens",28.44051743,23.11630344,0.272727273,1
floor33,476,"Ha Long Bay, Wide angle lens",22.91324806,17.13827991,1.95E-16,1
gen2,476,"Ha Long Bay, Wide angle lens",22.49520683,11.69231041,1.40E-16,1
modelscope,476,"Ha Long Bay, Wide angle lens",23.72673416,16.79860544,1.22E-16,1
pika,476,"Ha Long Bay, Wide angle lens",25.31047058,18.06981299,1.40E-16,1
zeroscope,476,"Ha Long Bay, Wide angle lens",15.66525078,9.649047852,9.81E-17,0
floor33,477,"A Vietnam map, large motion",22.17186546,11.51094866,1.95E-16,0
gen2,477,"A Vietnam map, large motion",22.3934269,7.51363794,1.09E-16,0
modelscope,477,"A Vietnam map, large motion",22.26771545,12.08429027,1.95E-16,1
pika,477,"A Vietnam map, large motion",18.54219818,9.089195463,1.22E-16,0.666666667
zeroscope,477,"A Vietnam map, large motion",24.21065712,9.152719378,0.090909091,0.333333333
floor33,478,"zoom in, a series of musical notes on a black t-shirt",24.54866791,16.82431507,0.545454545,0.4
gen2,478,"zoom in, a series of musical notes on a black t-shirt",24.7660141,15.17052921,0.333333333,0.2
modelscope,478,"zoom in, a series of musical notes on a black t-shirt",24.71873856,15.35797,0.17182232,0.4
pika,478,"zoom in, a series of musical notes on a black t-shirt",20.51052856,13.07387575,0.257733479,0.6
zeroscope,478,"zoom in, a series of musical notes on a black t-shirt",27.55856514,16.29446054,0.429555799,0.4
floor33,479,"time-lapse photography, a series of musical notes on a computer screen",24.25510025,14.06474638,0.429555799,0
gen2,479,"time-lapse photography, a series of musical notes on a computer screen",24.54086494,8.973437866,0.17182232,0.75
modelscope,479,"time-lapse photography, a series of musical notes on a computer screen",15.70322609,10.91981649,0.08591116,0
pika,479,"time-lapse photography, a series of musical notes on a computer screen",25.51626968,13.43846862,0.266912468,0.75
zeroscope,479,"time-lapse photography, a series of musical notes on a computer screen",26.18058968,14.8036747,0.416666667,0.5
floor33,480,"a bowl with a dinosaur on it, zoom out",19.54268646,10.44913292,0.441248451,0
gen2,480,"a bowl with a dinosaur on it, zoom out",29.45362091,11.85021098,0.444444444,0.75
modelscope,480,"a bowl with a dinosaur on it, zoom out",22.71966934,11.0938983,0.429415596,1
pika,480,"a bowl with a dinosaur on it, zoom out",26.30521584,9.936940564,0.551560564,0.75
zeroscope,480,"a bowl with a dinosaur on it, zoom out",20.0660038,10.7782023,0.5,0.25
floor33,481,"zoom out, a bowl with a cartoon dinosaur on it",23.8395462,12.64614487,0.5,0.25
gen2,481,"zoom out, a bowl with a cartoon dinosaur on it",22.53057098,7.722135782,0.497132954,0.5
modelscope,481,"zoom out, a bowl with a cartoon dinosaur on it",26.90475082,10.72512484,0.5,1
pika,481,"zoom out, a bowl with a cartoon dinosaur on it",23.30303574,14.13309775,0.497132954,0.75
zeroscope,481,"zoom out, a bowl with a cartoon dinosaur on it",28.7212429,14.95767617,0.497132954,0.75
floor33,482,"large motion, a flag with a dinosaur on it",25.80569839,5.724877834,0.538461538,1
gen2,482,"large motion, a flag with a dinosaur on it",27.15647697,7.623587569,0.363636364,1
modelscope,482,"large motion, a flag with a dinosaur on it",27.77154922,7.859051704,0.555555555,0.5
pika,482,"large motion, a flag with a dinosaur on it",25.73223495,8.496122148,0.363636364,1
zeroscope,482,"large motion, a flag with a dinosaur on it",19.23317719,9.031750679,0.25,0
floor33,483,"camera rotate clockwise, a flag with a drawing of a dinosaur on it",20.96329689,7.353230953,0.4375,0.5
gen2,483,"camera rotate clockwise, a flag with a drawing of a dinosaur on it",22.45078468,9.8165284,0.401446071,1
modelscope,483,"camera rotate clockwise, a flag with a drawing of a dinosaur on it",25.50376129,11.64799094,0.242498769,0.75
pika,483,"camera rotate clockwise, a flag with a drawing of a dinosaur on it",30.27813339,11.49057341,0.606365758,0.75
zeroscope,483,"camera rotate clockwise, a flag with a drawing of a dinosaur on it",22.81775856,10.4994657,0.606365758,0.75
floor33,484,"a flag with three vertical stripes, close-up shot, high detailed",21.80635071,5.582189798,0.2,0
